id,ckpt,n_atoms,n_heavy,fminus_hat_rho,fminus_hat_top_match,fminus_hat_top_match_tol,fminus_hat_top_rank,fminus_hat_n_top_equiv,fplus_hat_rho,fplus_hat_top_match,fplus_hat_top_match_tol,fplus_hat_top_rank,fplus_hat_n_top_equiv,dual_hat_rho,dual_hat_top_match,dual_hat_top_match_tol,dual_hat_top_rank,dual_hat_n_top_equiv
8963,id,16,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,0.9047619047619048,True,True,0,1
8974,id,16,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,0.9047619047619048,True,True,0,1
8986,id,20,8,0.9761904761904763,True,True,0,1,0.7142857142857144,True,True,0,1,0.7619047619047621,True,True,0,1
9035,id,19,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9037,id,17,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,1
9039,id,17,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9052,id,13,8,0.9285714285714287,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
9058,id,16,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9060,id,16,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9061,id,15,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,1,0.9523809523809524,True,True,0,1
9080,id,20,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
9086,id,18,8,1.0,True,True,0,1,0.9523809523809524,False,True,1,4,0.9761904761904763,True,True,0,3
9090,id,18,8,1.0,True,True,0,1,0.9523809523809524,True,True,0,1,0.9761904761904763,True,True,0,1
9107,id,19,8,1.0,True,True,0,1,1.0,True,True,0,2,0.9761904761904763,False,True,1,2
9110,id,19,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,2,0.9285714285714287,True,True,0,2
9118,id,19,8,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
9119,id,18,8,1.0,True,True,0,1,0.9523809523809524,False,True,1,2,0.9761904761904763,False,True,1,2
9128,id,20,8,0.7857142857142858,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9138,id,22,8,1.0,True,True,0,2,0.9047619047619048,True,True,0,4,0.9761904761904763,True,True,0,3
9144,id,22,8,0.9761904761904763,True,True,0,1,0.9523809523809524,False,True,1,4,0.7857142857142858,False,True,3,4
9146,id,24,8,1.0,True,True,0,1,0.9285714285714287,True,True,0,4,0.9761904761904763,True,True,0,4
9156,id,20,8,1.0,True,True,0,1,1.0,True,True,0,5,0.9761904761904763,True,True,0,3
9176,id,14,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,2
9181,id,13,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9201,id,17,8,1.0,True,True,0,1,0.880952380952381,False,False,2,2,1.0,True,True,0,1
9202,id,17,8,0.9761904761904763,True,True,0,2,0.9761904761904763,True,True,0,2,1.0,True,True,0,2
9206,id,15,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9208,id,19,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,2,1.0,True,True,0,1
9255,id,18,8,0.9761904761904763,True,True,0,1,0.9523809523809524,True,True,0,1,0.9761904761904763,True,True,0,1
9259,id,17,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9273,id,18,8,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,1
9282,id,22,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,2,0.9761904761904763,False,True,1,4
9292,id,14,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,2
9302,id,13,8,1.0,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,False,True,1,2
9346,id,15,8,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
9354,id,18,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9358,id,18,8,1.0,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,2
9373,id,19,8,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1
9387,id,16,8,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
9406,id,22,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,2,0.9285714285714287,True,True,0,1
9415,id,20,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,3,0.9285714285714287,False,True,1,2
9417,id,20,8,1.0,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,2
9445,id,16,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9455,id,16,8,1.0,True,True,0,2,0.5476190476190477,True,True,0,1,1.0,True,True,0,1
9463,id,20,8,1.0,True,True,0,1,0.9523809523809524,True,True,0,1,0.9523809523809524,True,True,0,1
9472,id,22,8,1.0,True,True,0,2,0.9523809523809524,False,True,1,2,0.9523809523809524,False,True,1,2
9481,id,22,8,1.0,True,True,0,2,0.8095238095238096,True,True,0,2,0.9047619047619048,True,True,0,2
9482,id,19,8,1.0,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,1
9490,id,20,8,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,2
9498,id,22,8,1.0,True,True,0,1,1.0,True,True,0,3,0.9761904761904763,True,True,0,3
9506,id,18,8,1.0,True,True,0,1,-0.14285714285714288,True,True,0,1,0.11904761904761905,True,True,0,2
9510,id,17,8,0.9761904761904763,True,True,0,1,0.9523809523809524,False,True,1,2,0.9761904761904763,True,True,0,1
9525,id,15,8,1.0,True,True,0,1,0.9285714285714287,True,True,0,2,0.9761904761904763,True,True,0,2
9550,id,20,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9565,id,20,8,1.0,True,True,0,1,0.9285714285714287,True,True,0,2,1.0,True,True,0,2
9567,id,20,8,0.9761904761904763,True,True,0,1,0.8571428571428572,False,True,1,6,0.9285714285714287,True,True,0,2
9587,id,15,8,0.9761904761904763,True,True,0,1,-0.2142857142857143,False,False,7,1,0.023809523809523815,False,False,7,1
9598,id,18,8,0.9761904761904763,True,True,0,1,0.9761904761904763,False,True,1,2,0.9761904761904763,True,True,0,2
9599,id,18,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9611,id,19,8,1.0,True,True,0,1,0.9285714285714287,True,True,0,1,0.9285714285714287,True,True,0,1
9620,id,17,8,1.0,True,True,0,1,0.8333333333333335,True,True,0,1,1.0,True,True,0,1
9635,id,24,8,1.0,True,True,0,1,0.7142857142857144,True,True,0,2,0.9523809523809524,True,True,0,2
9637,id,22,8,0.9761904761904763,True,True,0,1,0.8571428571428572,True,True,0,3,0.9761904761904763,True,True,0,1
9641,id,20,8,1.0,True,True,0,1,0.8571428571428572,False,True,3,4,0.9761904761904763,False,True,1,2
9649,id,16,8,1.0,True,True,0,1,0.9761904761904763,False,True,1,2,1.0,True,True,0,1
9652,id,19,8,0.9523809523809524,True,True,0,1,0.9761904761904763,False,True,1,2,0.9761904761904763,True,True,0,1
9659,id,17,8,0.9761904761904763,False,True,1,2,1.0,True,True,0,2,1.0,True,True,0,1
9663,id,19,8,1.0,True,True,0,1,1.0,True,True,0,1,0.9523809523809524,True,True,0,1
9677,id,19,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9692,id,22,8,1.0,True,True,0,1,0.9523809523809524,True,True,0,1,0.9761904761904763,True,True,0,2
9695,id,16,8,1.0,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,4
9701,id,14,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
9703,id,13,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,0.9285714285714287,True,True,0,1
9706,id,14,8,1.0,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,1
9711,id,12,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9713,id,13,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9718,id,12,8,0.9523809523809524,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,3
9725,id,12,8,1.0,True,True,0,1,0.7619047619047621,True,True,0,1,1.0,True,True,0,1
9726,id,11,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,1,0.9285714285714287,True,True,0,1
9735,id,14,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,2
9760,id,17,8,0.9047619047619048,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,1
9791,id,18,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1
9805,id,20,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1
9812,id,18,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9822,id,16,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9854,id,14,8,1.0,True,True,0,1,0.9285714285714287,True,True,0,1,1.0,True,True,0,1
9875,id,17,8,1.0,True,True,0,1,0.9523809523809524,True,True,0,1,0.9761904761904763,True,True,0,1
9884,id,15,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,1
9913,id,20,8,0.9761904761904763,True,True,0,1,0.7619047619047621,True,True,0,1,0.8095238095238096,True,True,0,1
9916,id,18,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
9918,id,18,8,0.9761904761904763,True,True,0,1,0.9523809523809524,False,True,1,2,0.9761904761904763,False,True,1,2
9931,id,20,8,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1,0.9047619047619048,True,True,0,1
9954,id,24,8,0.9761904761904763,True,True,0,1,0.9285714285714287,False,True,1,4,0.8571428571428572,False,True,1,4
9960,id,20,8,1.0,True,True,0,1,0.9047619047619048,False,True,1,2,0.9761904761904763,True,True,0,4
9963,id,12,8,-0.30952380952380953,False,False,5,1,-0.04761904761904763,False,False,3,1,-0.5476190476190477,False,False,3,1
9972,id,14,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,2
9998,id,17,8,1.0,True,True,0,2,1.0,True,True,0,2,1.0,True,True,0,1
10000,id,16,8,0.9523809523809524,False,True,1,2,1.0,True,True,0,1,0.9761904761904763,True,True,0,1
10007,id,15,8,0.9523809523809524,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
10012,id,15,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
10017,id,18,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,2
10025,id,18,8,1.0,True,True,0,1,1.0,True,True,0,2,0.9761904761904763,False,True,1,2
10029,id,20,8,1.0,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,1
10049,id,22,8,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
10060,id,19,8,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1,0.9523809523809524,True,True,0,1
10064,id,17,8,1.0,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,1
10088,id,12,8,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1
10096,id,14,8,0.8095238095238096,True,True,0,1,0.9523809523809524,True,True,0,1,0.9523809523809524,True,True,0,1
10111,id,20,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,2,0.880952380952381,False,False,2,2
10129,id,16,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
10130,id,16,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
10136,id,16,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
10138,id,15,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
10139,id,16,8,0.8333333333333335,True,True,0,1,1.0,True,True,0,1,0.9047619047619048,True,True,0,1
10150,id,16,8,0.9523809523809524,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
10151,id,15,8,1.0,True,True,0,1,0.9047619047619048,True,True,0,2,0.9761904761904763,True,True,0,2
10153,id,13,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
10167,id,14,8,1.0,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,1
10176,id,13,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1
10177,id,15,8,1.0,True,True,0,1,-0.261904761904762,False,False,4,1,0.28571428571428575,False,False,4,1
10180,id,13,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
10209,id,18,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,3
10210,id,17,8,1.0,True,True,0,1,0.9285714285714287,True,True,0,1,0.7142857142857144,False,False,1,1
10216,id,19,8,1.0,True,True,0,1,0.9285714285714287,True,True,0,1,1.0,True,True,0,1
10230,id,22,8,1.0,True,True,0,1,0.9285714285714287,True,True,0,2,0.9285714285714287,True,True,0,1
10232,id,20,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,2,1.0,True,True,0,1
10236,id,22,8,1.0,True,True,0,1,0.9285714285714287,True,True,0,2,0.9761904761904763,True,True,0,3
10250,id,19,8,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,1
10255,id,18,8,0.9047619047619048,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,2
10260,id,18,8,0.9761904761904763,True,True,0,1,0.4047619047619048,True,True,0,1,-0.19047619047619052,False,False,7,1
10272,id,20,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
10274,id,18,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1
10298,id,12,8,0.9761904761904763,True,True,0,2,0.9761904761904763,True,True,0,2,0.9761904761904763,True,True,0,2
10300,id,15,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
10336,id,16,8,1.0,True,True,0,2,0.9761904761904763,True,True,0,1,1.0,True,True,0,2
10375,id,16,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
10388,id,16,8,0.9761904761904763,True,True,0,1,0.9047619047619048,True,True,0,1,0.9761904761904763,True,True,0,1
10393,id,13,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
10394,id,20,8,0.9523809523809524,True,True,0,1,0.04761904761904763,True,True,0,1,0.07142857142857144,False,False,7,1
10433,id,20,8,0.9761904761904763,True,True,0,1,0.9761904761904763,False,True,1,3,0.880952380952381,True,True,0,1
10449,id,18,8,0.9523809523809524,True,True,0,1,0.9523809523809524,True,True,0,2,0.9761904761904763,True,True,0,1
10456,id,17,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
10467,id,21,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,3,1.0,True,True,0,3
10480,id,18,8,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
10488,id,24,8,0.9761904761904763,False,True,1,2,0.9285714285714287,False,True,1,4,0.9285714285714287,True,True,0,2
10493,id,16,8,0.8571428571428572,False,True,1,4,-0.9523809523809524,False,False,6,4,nan,False,False,4,4
10505,id,14,8,0.9285714285714287,False,True,1,2,0.9761904761904763,False,True,1,2,0.9285714285714287,False,True,1,2
10515,id,17,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,1
10521,id,14,8,1.0,True,True,0,1,0.9285714285714287,True,True,0,1,0.9761904761904763,True,True,0,1
10524,id,16,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
10525,id,17,8,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
10532,id,19,8,0.9523809523809524,True,True,0,1,0.9761904761904763,True,True,0,1,0.9285714285714287,True,True,0,1
10534,id,19,8,1.0,True,True,0,1,1.0,True,True,0,1,0.880952380952381,True,True,0,1
10542,id,18,8,1.0,True,True,0,1,0.880952380952381,True,True,0,1,0.9761904761904763,True,True,0,1
10571,id,20,8,0.9761904761904763,True,True,0,2,0.9047619047619048,True,True,0,3,0.9761904761904763,True,True,0,1
10589,id,20,8,0.9761904761904763,True,True,0,1,0.9285714285714287,True,True,0,2,0.9523809523809524,True,True,0,2
10595,id,19,8,0.9761904761904763,True,True,0,1,0.9761904761904763,False,True,1,4,1.0,True,True,0,3
10613,id,16,8,1.0,True,True,0,1,0.9285714285714287,True,True,0,1,0.8571428571428572,True,True,0,1
10634,id,18,8,1.0,True,True,0,1,0.9523809523809524,True,True,0,1,0.9761904761904763,True,True,0,1
10636,id,16,8,0.9761904761904763,True,True,0,3,0.3571428571428572,False,False,3,2,0.9761904761904763,True,True,0,2
10639,id,16,8,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,2,0.9047619047619048,False,True,1,2
10642,id,17,8,1.0,True,True,0,2,0.9285714285714287,True,True,0,2,0.9047619047619048,True,True,0,2
10645,id,15,8,0.9761904761904763,True,True,0,1,0.880952380952381,True,True,0,1,0.9761904761904763,True,True,0,1
10653,id,16,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
10661,id,20,8,1.0,True,True,0,2,0.9761904761904763,False,True,1,3,0.9761904761904763,True,True,0,3
10671,id,18,8,1.0,True,True,0,1,0.8571428571428572,True,True,0,2,0.9047619047619048,True,True,0,2
10680,id,16,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1
10687,id,16,8,0.9047619047619048,False,False,1,1,1.0,True,True,0,2,1.0,True,True,0,2
10694,id,18,8,0.9761904761904763,True,True,0,1,0.9761904761904763,False,True,1,4,0.9761904761904763,True,True,0,2
10710,id,18,8,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
10720,id,16,8,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
10730,id,16,8,1.0,True,True,0,1,0.9285714285714287,True,True,0,1,0.9761904761904763,True,True,0,1
10733,id,18,8,0.9285714285714287,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,2
10746,id,18,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,4,0.9523809523809524,True,True,0,1
10751,id,20,8,0.9285714285714287,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
10759,id,18,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,2
10763,id,16,8,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,1
10767,id,18,8,0.9523809523809524,False,True,1,2,0.9761904761904763,True,True,0,1,0.9523809523809524,True,True,0,1
10775,id,18,8,1.0,True,True,0,1,0.9761904761904763,False,True,1,4,0.9761904761904763,False,True,1,2
10787,id,18,8,1.0,True,True,0,1,1.0,True,True,0,1,0.9047619047619048,True,True,0,1
10805,id,14,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
10812,id,14,8,1.0,True,True,0,3,1.0,True,True,0,2,1.0,True,True,0,2
10816,id,15,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
10818,id,17,8,0.880952380952381,True,True,0,1,1.0,True,True,0,1,0.9285714285714287,True,True,0,1
10874,id,13,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,1
10878,id,13,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
10888,id,13,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1
10889,id,15,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
10904,id,13,8,0.9761904761904763,False,True,1,2,1.0,True,True,0,1,0.9761904761904763,True,True,0,1
10910,id,13,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
10914,id,13,8,1.0,True,True,0,1,0.9285714285714287,True,True,0,1,1.0,True,True,0,1
10919,id,16,8,1.0,True,True,0,1,0.9523809523809524,True,True,0,1,1.0,True,True,0,1
10922,id,15,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
10923,id,14,8,0.9047619047619048,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
10927,id,12,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
10951,id,18,8,0.9761904761904763,True,True,0,1,0.9523809523809524,True,True,0,1,0.9761904761904763,True,True,0,1
10978,id,16,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
10983,id,15,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1
11024,id,17,8,1.0,True,True,0,1,0.9047619047619048,True,True,0,1,1.0,True,True,0,1
11027,id,13,8,0.9285714285714287,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,1
11029,id,17,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
11077,id,15,8,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1
11105,id,18,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
11108,id,20,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,2
11109,id,17,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
11120,id,19,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
11128,id,17,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
11137,id,17,8,1.0,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,1
11141,id,17,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
11161,id,19,8,1.0,True,True,0,1,1.0,True,True,0,1,0.8571428571428572,True,True,0,1
11173,id,20,8,1.0,True,True,0,1,0.8095238095238096,True,True,0,5,0.9761904761904763,True,True,0,1
11174,id,24,8,0.5714285714285715,False,False,1,1,0.30952380952380953,False,True,1,8,0.38095238095238104,False,False,5,3
11177,id,22,8,1.0,True,True,0,1,0.9047619047619048,True,True,0,3,0.9285714285714287,True,True,0,3
11205,id,15,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
11215,id,18,8,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
11222,id,17,8,0.9761904761904763,True,True,0,2,1.0,True,True,0,2,0.9047619047619048,True,True,0,2
11237,id,17,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
11244,id,19,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
11260,id,17,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
11276,id,22,8,1.0,True,True,0,1,0.8333333333333335,False,True,1,4,0.9285714285714287,False,True,1,2
11279,id,22,8,1.0,True,True,0,1,0.880952380952381,False,True,1,3,0.9761904761904763,True,True,0,2
11282,id,20,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1
11304,id,16,8,1.0,True,True,0,1,0.9047619047619048,True,True,0,1,1.0,True,True,0,1
11306,id,17,8,0.9523809523809524,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
11316,id,19,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,0.9285714285714287,True,True,0,1
11380,id,20,8,1.0,True,True,0,1,0.9523809523809524,True,True,0,2,0.9047619047619048,True,True,0,2
11385,id,13,8,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,1
11388,id,14,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
11396,id,13,8,1.0,True,True,0,2,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
11399,id,13,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
11401,id,12,8,0.9761904761904763,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
11415,id,16,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,2
11417,id,16,8,1.0,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,1
11433,id,17,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1
11443,id,15,8,1.0,True,True,0,2,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1
11452,id,18,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,2,0.9285714285714287,False,True,2,3
11456,id,22,8,0.9523809523809524,False,True,1,2,0.6666666666666669,False,True,1,2,0.6190476190476191,False,False,3,1
11474,id,17,8,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1
11479,id,15,8,0.9285714285714287,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
11484,id,18,8,1.0,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,1
11489,id,18,8,0.880952380952381,True,True,0,1,0.9761904761904763,True,True,0,2,1.0,True,True,0,2
11493,id,22,8,1.0,True,True,0,1,0.880952380952381,True,True,0,2,0.9047619047619048,True,True,0,1
11506,id,16,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
11509,id,17,8,0.9523809523809524,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
11535,id,20,8,1.0,True,True,0,1,1.0,True,True,0,1,0.9761904761904763,True,True,0,1
11538,id,20,8,1.0,True,True,0,1,1.0,True,True,0,4,0.9047619047619048,True,True,0,1
11542,id,16,8,0.9285714285714287,True,True,0,1,0.5476190476190477,True,True,0,2,0.9047619047619048,True,True,0,2
11547,id,16,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
11548,id,15,8,0.9523809523809524,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
11553,id,17,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
11554,id,16,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
11555,id,17,8,1.0,True,True,0,1,0.880952380952381,True,True,0,1,0.9761904761904763,True,True,0,1
11602,id,16,8,0.9523809523809524,True,True,0,1,0.9523809523809524,True,True,0,1,0.9761904761904763,True,True,0,1
11616,id,22,8,1.0,True,True,0,1,0.9285714285714287,True,True,0,1,0.7619047619047621,False,True,4,4
11617,id,20,8,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1,0.9523809523809524,False,True,1,3
11618,id,20,8,1.0,True,True,0,1,0.7619047619047621,False,True,1,2,0.7619047619047621,True,True,0,1
11623,id,18,8,0.9761904761904763,True,True,0,1,0.9761904761904763,False,True,1,3,1.0,True,True,0,2
11628,id,15,8,1.0,True,True,0,1,0.9761904761904763,True,True,0,1,0.9285714285714287,True,True,0,1
11635,id,15,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
11638,id,16,8,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
11646,id,16,8,0.9761904761904763,True,True,0,1,0.9761904761904763,True,True,0,1,1.0,True,True,0,1
11649,id,16,8,0.9761904761904763,True,True,0,1,0.9047619047619048,True,True,0,1,0.9523809523809524,True,True,0,1
